Symbol,Primary Issue,Buy Condition 50 DMA,Buy Condition 200 DMA,DMA Diff on Entry,Entry Mistake,Sell Condition 50 DMA,Sell Condition 200 DMA,DMA Diff on Exit,Exit Mistake,Buy Verdict,Sell Verdict,Price Change Since Sell
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.2% left on table),Good call,Wrong early sell,25.23
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.2% left on table),Good call,Wrong early sell,25.23
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.28
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.28
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
GOLDETF,EARLY EXIT (wasted good entry),2.4,13.49,10.83,GOOD ENTRY,8.3,21.66,12.33,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (25.3% left on table),Good call,Wrong early sell,25.3
SETFGOLD,EARLY EXIT (wasted good entry),3.28,14.4,10.76,GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),3.28,14.4,10.76,GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),3.28,14.4,10.76,GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),3.28,14.4,10.76,GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),3.28,14.4,10.76,GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),3.49,14.67,10.8,GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.26
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.27
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.3
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.32
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.32
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
SETFGOLD,EARLY EXIT (wasted good entry),8.6,21.0,11.42,Overbought (>15% above DMA) | GOOD ENTRY,8.7,21.82,12.07,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.3% left on table),Good call,Wrong early sell,24.33
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
GOLDBEES,EARLY EXIT (wasted good entry),8.65,21.11,11.46,Overbought (>15% above DMA) | GOOD ENTRY,8.67,21.84,12.12,Sold above both DMAs | Sold during improving trend | Still strong trend (>5% above DMAs) | Large miss (24.4% left on table),Good call,Wrong early sell,24.4
